"name","icao","iata","coordinates","cityName","countryName","airport"
"Carrasco International Airport","SUMU","MVD","-34.838333 -56.030833","Ciudad de la Costa","Uruguay","http://fr.dbpedia.org/resource/Aéroport_international_de_Carrasco"
,"FWCL","BLZ","-15.678453 34.973688","Blantyre","Malawi","http://fr.dbpedia.org/resource/Aéroport_international_de_Chileka"
"Aalborg Airport","EKYT","AAL","57.092778 9.849167","Aalborg","Denmark","http://fr.dbpedia.org/resource/Aéroport_d'Aalborg"
"Al Ain International Airport","OMAL","AAN","24.262146 55.609231","Al Ain","United Arab Emirates","http://fr.dbpedia.org/resource/Aéroport_international_d'Al_Ain"
"Anaco Airport","SVAN","AAO","9.430278 -64.470833","Anaco","Venezuela","http://fr.dbpedia.org/resource/Aéroport_d'Anaco"
"Aappilattoq Heliport (Qaasuitsup)","BGAG","AAP","72.886944 -55.596111","Aappilattoq, Qaasuitsup",,"http://fr.dbpedia.org/resource/Héliport_d'Aappilattoq"
"Lamezia Terme Airport","LICA","SUF","38.908567 16.24157","Lamezia Terme",,"http://fr.dbpedia.org/resource/Aéroport_de_Lamezia_Terme"
"Anapa Airport","URKA","AAQ","45.002923 37.346992","Anapa","Russia","http://fr.dbpedia.org/resource/Aéroport_d'Anapa"
"Aarhus Airport","EKAH","AAR","56.3 10.618889",,"Denmark","http://fr.dbpedia.org/resource/Aéroport_d'Arhus"
"Altay Airport","ZWAT","AAT","47.750145 88.084731","Altay City",,"http://fr.dbpedia.org/resource/Aéroport_d'Altay"
"Roman Tmetuchl International Airport","PTRO","ROR","7.367222 134.544167",,"Palau","http://fr.dbpedia.org/resource/Aéroport_international_Roman-Tmetuchl"
"Al Ghaydah Airport","OYGD","AAY","16.1917 52.174995","Al Ghaydah",,"http://fr.dbpedia.org/resource/Aéroport_Al_Ghaydah"
"Abakan International Airport","UNAA","ABA","53.740945 91.384706","Abakan","Russia","http://fr.dbpedia.org/resource/Aéroport_international_d'Abakan"
"Abadan Airport","OIAA","ABD","30.36721 48.233027","Abadan, Iran","Iran","http://fr.dbpedia.org/resource/Aéroport_d'Abadan"
"Egilsstaðir Airport","BIEG","EGS","65.283618 -14.401402","Egilsstaðir",,"http://fr.dbpedia.org/resource/Aéroport_d'Egilsstaðir"
"Grímsey Airport","BIGR","GRY","66.548144 -18.020625","Grímsey",,"http://fr.dbpedia.org/resource/Aéroport_de_Grímsey"
"Hornafjörður Airport","BIHN","HFN","64.295755 -15.227222","Höfn",,"http://fr.dbpedia.org/resource/Aéroport_de_Hornafjörður"
"Húsavík Airport","BIHU","HZK","65.952208 -17.426033","Húsavík",,"http://fr.dbpedia.org/resource/Aéroport_de_Húsavík"
"Ísafjörður Airport","BIIS","IFJ","66.05807 -23.135233","Ísafjörður",,"http://fr.dbpedia.org/resource/Aéroport_d'Ísafjörður"
"Patreksfjörður Airport","BIPA","PFJ","65.556027 -23.965001","Patreksfjörður",,"http://fr.dbpedia.org/resource/Aéroport_de_Patreksfjörður"
,"BIKR","SAK","65.731755 -19.573174","Sauðárkrókur",,"http://fr.dbpedia.org/resource/Aéroport_de_Sauðárkrókur"
"Vestmannaeyjar Airport","BIVM","VEY","63.424986 -20.279195",,,"http://fr.dbpedia.org/resource/Aéroport_de_Vestmannaeyjar"
"Fairchild Air Force Base","KSKA","SKA","47.615118 -117.655549",,"United States","http://fr.dbpedia.org/resource/Fairchild_Air_Force_Base"
"Vopnafjörður Airport","BIVO","VPN","65.719776 -14.863043","Vopnafjörður",,"http://fr.dbpedia.org/resource/Aéroport_de_Vopnafjörður"
"Þórshöfn Airport","BITN","THO","66.218395 -15.335498","Þórshöfn","Iceland","http://fr.dbpedia.org/resource/Aéroport_de_Þórshöfn"
"Siglufjörður Airport","BISI","SIJ","66.133298 -18.916698","Siglufjörður",,"http://fr.dbpedia.org/resource/Aéroport_de_Siglufjörður"
"Hermanos Serdán International Airport","MMPB","PBC","19.15806 -98.371367","Puebla, Puebla","Mexico","http://fr.dbpedia.org/resource/Aéroport_international_de_Puebla"
"Jinnah International Airport","OPKC","KHI","24.906718 67.16084","Karachi","Pakistan","http://fr.dbpedia.org/resource/Aéroport_international_Jinnah"
"Soesterberg Royal Netherlands Air Force Base","EHSB","UTC","52.130854 5.276699",,,"http://fr.dbpedia.org/resource/Soesterberg_Air_Base"
"Allama Iqbal International Airport","OPLA","LHE","31.521374 74.402418","Lahore","Pakistan","http://fr.dbpedia.org/resource/Aéroport_international_Allama_Iqbal"
"Shenzhen Bao'an International Airport","ZGSZ","SZX","22.639917 113.810806","Shenzhen",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Shenzhen_Bao'an"
"Presidente Carlos Ibáñez del Campo International Airport","SCCI","PUQ","-53.004722 -70.846944","Punta Arenas","Chile","http://fr.dbpedia.org/resource/Aéroport_international_Presidente_Carlos_Ibáñez_del_Campo"
,"ZGSD","ZUH","22.007557 113.377404","Zhuhai",,"http://fr.dbpedia.org/resource/Aéroport_de_Zhuhai-Jinwan"
"Shanghai Hongqiao International Airport","ZSSS","SHA","31.199294 121.336226","Shanghai",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Shanghai_Hongqiao"
"Guardiamarina Zañartu Airport","SCGZ","WPU","-54.933333 -67.616667","Puerto Williams","Chile","http://fr.dbpedia.org/resource/Aéroport_Guardia_Marina_Zañartu"
,"FMCH","HAH","-11.536667 43.271389","Moroni, Comoros","Comoros","http://fr.dbpedia.org/resource/Aéroport_international_Prince_Saïd_Ibrahim"
"Cagliari-Elmas Airport","LIEE","CAG","39.255452 9.051533","Cagliari","Italy","http://fr.dbpedia.org/resource/Aéroport_de_Cagliari-Elmas"
"Abaiang Atoll Airport","NGAB","ABF","1.796389 173.040278","Abaiang","Kiribati","http://fr.dbpedia.org/resource/Aéroport_d'Abaiang"
"Abu Simbel Airport","HEBL","ABS","22.376111 31.611657","Abu Simbel temples",,"http://fr.dbpedia.org/resource/Aéroport_d'Abou_Simbel"
"Soummam – Abane Ramdane Airport","DAAE","BJA","36.71194444444445 5.069444444444445","Béjaïa","Algeria","http://fr.dbpedia.org/resource/Aéroport_de_Béjaïa_-_Soummam_-_Abane_Ramdane"
"Moulay Ali Cherif Airport","GMFK","ERH","31.944806 -4.400604","Errachidia",,"http://fr.dbpedia.org/resource/Aéroport_d'Errachidia_—_Moulay_Ali_Chérif"
,"RPLC","CRK","15.186299 120.560274",,"Philippines","http://fr.dbpedia.org/resource/Aéroport_international_Diosdado_Macapagal"
"Zhanjiang Airport","ZGZJ","ZHA","21.21482 110.35861","Zhanjiang",,"http://fr.dbpedia.org/resource/Aéroport_de_Zhanjiang"
"Maya-Maya Airport","FCBB","BZV","-4.251664 15.252843","Brazzaville","Republic of the Congo","http://fr.dbpedia.org/resource/Aéroport_international_Maya-Maya"
"Košice International Airport","LZKZ","KSC","48.663473 21.241121","Košice",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Košice"
"Jackson Hole Airport","KJAC","JAC","43.607222 -110.737778","Jackson, Wyoming","United States","http://fr.dbpedia.org/resource/Aéroport_de_Jackson_Hole"
,"DAOO","ORN","35.62722222222222 -0.6113888888888889","Oran",,"http://fr.dbpedia.org/resource/Aéroport_d'Oran_-_Ahmed_Ben_Bella"
"Pokhara Airport","VNPK","PKR","28.200896 83.981938","Pokhara","Nepal","http://fr.dbpedia.org/resource/Aéroport_de_Pokhara"
"Jomsom Airport","VNJS","JMO","28.780656 83.723588",,"Nepal","http://fr.dbpedia.org/resource/Aéroport_de_Jomsom"
"Oued Irara – Krim Belkacem Airport","DAUH","HME","31.67388888888889 6.140555555555556","Hassi Messaoud",,"http://fr.dbpedia.org/resource/Aéroport_d'Hassi_Messaoud_-_Oued_Irara_-_Krim_Belkacem"
"Bharatpur Airport","VNBP","BHR","27.677642 84.428435","Bharatpur, Nepal","Nepal","http://fr.dbpedia.org/resource/Aéroport_de_Bhâratpur"
"Westover Air Reserve Base","KCEF","CEF","42.194284 -72.534914",,,"http://fr.dbpedia.org/resource/Westover_Air_Force_Base"
"Gatwick Airport","EGKK","LGW","51.148152 -0.19033","London","United Kingdom","http://fr.dbpedia.org/resource/Aéroport_de_Londres_Gatwick"
"Memmingen Airport","EDJA","FMM","47.988543 10.239515","Memmingen",,"http://fr.dbpedia.org/resource/Aéroport_de_Memmingen"
,"LIRS","GRS","42.76009 11.071815",,,"http://fr.dbpedia.org/resource/Base_aérienne_de_Grosseto"
"Pinto Martins International Airport","SBFZ","FOR","-3.776431 -38.532658","Fortaleza","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Fortaleza"
"Lambert-St. Louis International Airport","KSTL","STL","38.747691 -90.361562","St. Louis, Missouri","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Lambert-Saint_Louis"
,"LHBP","BUD","47.434068 19.244013","Budapest","Hungary","http://fr.dbpedia.org/resource/Aéroport_international_de_Budapest-Ferenc_Liszt"
"Trois-Rivières Airport","CYRQ","YRQ","46.353918 -72.67911","Trois-Rivières","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Trois-Rivières"
"Annemasse Aerodrome","LFLI","QNJ","46.191944444444445 6.2683333333333335","Annemasse","France","http://fr.dbpedia.org/resource/Aérodrome_d'Annemasse"
"Kayes Airport","GAKY","KYS","14.481057 -11.40126","Kayes","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Kayes_Dag_Dag"
"Mopti Airport","GAMB","MZI","14.51278 -4.079511","Mopti","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Mopti_Ambodédjo"
"Mopti Airport","GAMB","MZI","14.51278 -4.079511","Sévaré","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Mopti_Ambodédjo"
"Sikasso Airport","GASK","KSS","11.35147 -5.712891","Sikasso","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Sikasso_Dignagan"
"Timbuktu Airport","GATB","TOM","16.730907 -3.006263","Timbuktu","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Tombouctou"
"Ibrahim Nasir International Airport","VRMM","MLE","4.191833 73.529128","Malé","Maldives","http://fr.dbpedia.org/resource/Aéroport_international_de_Malé"
"Kajaani Airport","EFKI","KAJ","64.284167 27.6875","Kajaani","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Kajaani"
"Oakland International Airport","KOAK","OAK","37.721389 -122.220833","Oakland, California","United States","http://fr.dbpedia.org/resource/Aéroport_international_d'Oakland"
,"LFOO","LSO","46.47555555555556 -1.725","Talmont-Saint-Hilaire","France","http://fr.dbpedia.org/resource/Aérodrome_des_Sables-d'Olonne_-_Talmont"
"San Jose International Airport","KSJC","SJC","37.362875 -121.929188","San Jose, California","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_San_José"
"Chicago Midway International Airport","KMDW","MDW","41.786161 -87.752438","Chicago","United States","http://fr.dbpedia.org/resource/Aéroport_international_Midway_de_Chicago"
"Mont-Joli Airport","CYYY","YYY","48.609476 -68.207588","Mont-Joli",,"http://fr.dbpedia.org/resource/Aéroport_de_Mont-Joli"
"Jijel Ferhat Abbas Airport","DAAV","GJL","36.794444444444444 5.873611111111112","Taher",,"http://fr.dbpedia.org/resource/Aéroport_de_Jijel_-_Ferhat_Abbas"
"Cluj-Napoca International Airport","LRCL","CLJ","46.785134 23.686137","Cluj-Napoca","Romania","http://fr.dbpedia.org/resource/Aéroport_international_de_Cluj-Napoca"
,"LFCI","LBI","43.913333333333334 2.1166666666666667","Albi","France","http://fr.dbpedia.org/resource/Aérodrome_d'Albi_-_Le_Séquestre"
"Paine Field","KPAE","PAE","47.906303 -122.28148","Everett, Washington","United States","http://fr.dbpedia.org/resource/Aéroport_de_Paine_Field"
"Offutt Air Force Base","KOFF","OFF","41.118192 -95.913005",,,"http://fr.dbpedia.org/resource/Offutt_Air_Force_Base"
"Roland Garros Airport","FMEE","RUN","-20.890089 55.516448","Saint-Denis, Réunion",,"http://fr.dbpedia.org/resource/Aéroport_de_La_Réunion_Roland-Garros"
,"FNLU","LAD","-8.859631 13.232045","Luanda","Angola","http://fr.dbpedia.org/resource/Aéroport_de_Luanda-Quatro_de_Fevereiro"
"Méribel Airport","LFKX","MFX","45.4075 6.5775","Méribel","France","http://fr.dbpedia.org/resource/Altiport_de_Méribel"
"Kona International Airport","PHKO","KOA","19.738889 -156.045556","Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Kona"
"Kona International Airport","PHKO","KOA","19.738889 -156.045556","Hawaii County, Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Kona"
"Kona International Airport","PHKO","KOA","19.738889 -156.045556","Kalaoa, Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Kona"
"Kahului Airport","PHOG","OGG","20.898611 -156.430556","Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_de_Kahului"
"Kahului Airport","PHOG","OGG","20.898611 -156.430556","Maui County, Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_de_Kahului"
"Kahului Airport","PHOG","OGG","20.898611 -156.430556","Kahului, Hawaii",,"http://fr.dbpedia.org/resource/Aéroport_de_Kahului"
"Bourges Airport","LFLD","BOU","47.061118 2.370515","Bourges","France","http://fr.dbpedia.org/resource/Aéroport_de_Bourges"
"Boeing Field","KBFI","BFI","47.529937 -122.301972","Seattle","United States","http://fr.dbpedia.org/resource/Aéroport_Boeing-Comté_de_King"
"Vitoria Airport","LEVT","VIT","42.8837 -2.724438","Vitoria-Gasteiz","Spain","http://fr.dbpedia.org/resource/Aéroport_de_Vitoria-Gasteiz"
"Alice Springs Airport","YBAS","ASP","-23.805882 133.901625","Alice Springs","Australia","http://fr.dbpedia.org/resource/Aéroport_d'Alice_Springs"
"Bacha Khan International Airport","OPPS","PEW","33.993864 71.51473","Peshawar","Pakistan","http://fr.dbpedia.org/resource/Aéroport_international_de_Peshawar"
"Pori Airport","EFPO","POR","61.461985 21.797562","Pori","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Pori"
"Benazir Bhutto International Airport","OPRN","ISB","33.616424 73.099165","Rawalpindi","Pakistan","http://fr.dbpedia.org/resource/Aéroport_international_Benazir_Bhutto"
"Lusaka International Airport","FLLS","LUN","-15.330504 28.452401",,,"http://fr.dbpedia.org/resource/Aéroport_international_de_Lusaka"
"Kumasi Airport","DGSI","KMS","6.714264 -1.590528","Kumasi","Ghana","http://fr.dbpedia.org/resource/Aéroport_de_Kumasi"
"Port-Gentil International Airport","FOOG","POG","-0.711711 8.75443","Port-Gentil","Gabon","http://fr.dbpedia.org/resource/Aéroport_international_de_Port-Gentil"
"Pointe Noire Airport","FCPP","PNR","-4.813293 11.885662","Pointe-Noire","Republic of the Congo","http://fr.dbpedia.org/resource/Aéroport_international_Agostinho-Neto"
"Bobo Dioulasso Airport","DFOO","BOY","11.160045 -4.330931","Bobo-Dioulasso","Burkina Faso","http://fr.dbpedia.org/resource/Aéroport_de_Bobo-Dioulasso"
"Ouagadougou Airport","DFFD","OUA","12.353417 -1.512208","Ouagadougou",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Ouagadougou"
,"DNMM","LOS","6.577175 3.321133","Lagos",,"http://fr.dbpedia.org/resource/Aéroport_international_Murtala-Muhammed"
"Lilongwe International Airport","FWKI","LLW","-13.789155 33.780856","Lilongwe","Malawi","http://fr.dbpedia.org/resource/Aéroport_international_de_Lilongwe"
,"CYBG","YBG","48.330577 -70.996399","Saguenay, Quebec",,"http://fr.dbpedia.org/resource/Aéroport_de_Bagotville"
"Port Harcourt International Airport","DNPO","PHC","5.01451 6.949539","Port Harcourt",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Port_Harcourt"
,"LFLH","XCD","46.828607 4.816904",,,"http://fr.dbpedia.org/resource/Aéroport_de_Chalon_-_Champforgeuil"
"Dong Tac Airport","VVTH","TBB","13.049546 109.333448",,"Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Đông_Tác"
"Châteauroux-Déols Air Base","LFLX","CHR","46.858959 1.722608","Châteauroux",,"http://fr.dbpedia.org/resource/Aéroport_de_Châteauroux-Centre"
"Châteauroux-Déols Air Base","LFLX","CHR","46.858959 1.722608","Ardentes",,"http://fr.dbpedia.org/resource/Aéroport_de_Châteauroux-Centre"
"Châteauroux-Déols Air Base","LFLX","CHR","46.858959 1.722608","Le Poinçonnet",,"http://fr.dbpedia.org/resource/Aéroport_de_Châteauroux-Centre"
"Châteauroux-Déols Air Base","LFLX","CHR","46.858959 1.722608","Déols",,"http://fr.dbpedia.org/resource/Aéroport_de_Châteauroux-Centre"
"Châteauroux-Déols Air Base","LFLX","CHR","46.858959 1.722608","Saint-Maur, Indre",,"http://fr.dbpedia.org/resource/Aéroport_de_Châteauroux-Centre"
"Djibouti-Ambouli International Airport","HDAM","JIB","11.547392 43.15949","Djibouti (city)","Djibouti (city)","http://fr.dbpedia.org/resource/Aéroport_international_Ambouli"
"Volkel Air Base","EHVK","UDE","51.657222 5.690833","Uden",,"http://fr.dbpedia.org/resource/Base_aérienne_Volkel-Uden"
"Maastricht Aachen Airport","EHBK","MST","50.915833 5.776944","Aachen",,"http://fr.dbpedia.org/resource/Aéroport_Maastricht_Aachen"
"Houari Boumediene Airport","DAAG","ALG","36.69444444444444 3.2169444444444446","Algiers",,"http://fr.dbpedia.org/resource/Aéroport_d'Alger_-_Houari_Boumédiène"
"Bengaluru International Airport","VOBL","BLR","13.198878 77.705655","Bangalore","India","http://fr.dbpedia.org/resource/Aéroport_international_de_Bangalore"
"Bandaranaike International Airport","VCBI","CMB","7.180777 79.884424","Colombo","Sri Lanka","http://fr.dbpedia.org/resource/Aéroport_international_Bandaranaike"
"Cairo International Airport","HECA","CAI","30.122153 31.405621","Cairo",,"http://fr.dbpedia.org/resource/Aéroport_international_du_Caire"
"Groningen Airport Eelde","EHGG","GRQ","53.125 6.583333","Eelde",,"http://fr.dbpedia.org/resource/Aéroport_Groningue_Eelde"
"Trondheim Airport, Værnes","ENVA","TRD","63.457644 10.924187","Trondheim",,"http://fr.dbpedia.org/resource/Aéroport_de_Trondheim_Værnes"
"Chaudhary Charan Singh International Airport","VILK","LKO","26.760786 80.889416","Lucknow","India","http://fr.dbpedia.org/resource/Aéroport_d'Amausi"
"Perth Airport","YPPH","PER","-31.942184 115.955715","Perth, Western Australia","Australia","http://fr.dbpedia.org/resource/Aéroport_de_Perth"
"Jomo Kenyatta International Airport","HKJK","NBO","-1.319167 36.9275",,"Kenya","http://fr.dbpedia.org/resource/Aéroport_international_Jomo_Kenyatta"
"Darwin International Airport","YPDN","DRW","-12.414741 130.876608","Darwin, Northern Territory","Australia","http://fr.dbpedia.org/resource/Aéroport_international_de_Darwin"
"Toussaint Louverture International Airport","MTPP","PAP","18.580115 -72.292442","Port-au-Prince","Haiti","http://fr.dbpedia.org/resource/Aéroport_international_Toussaint_Louverture"
,"MTCH","CAP","19.732775 -72.195024","Cap-Haïtien",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Cap-Haïtien"
"Jacmel Airport","MTJA","JAK","18.241029 -72.518649","Jacmel","Haiti","http://fr.dbpedia.org/resource/Aéroport_de_Jacmel"
"Jérémie Airport","MTJE","JEE","18.663323 -74.170547","Jérémie",,"http://fr.dbpedia.org/resource/Aéroport_de_Jérémie"
"Antoine-Simon Airport","MTCA","CYA","18.271066 -73.788364",,,"http://fr.dbpedia.org/resource/Aéroport_Antoine-Simon"
"Port-de-Paix Airport","MTPX","PAX","19.936035 -72.845407","Port-de-Paix",,"http://fr.dbpedia.org/resource/Aéroport_de_Port-de-Paix"
"Adelaide Airport","YPAD","ADL","-34.944629 138.530474","Adelaide","Australia","http://fr.dbpedia.org/resource/Aéroport_international_d'Adélaïde"
"Brisbane Airport","YBBN","BNE","-27.383181 153.118043","Brisbane","Australia","http://fr.dbpedia.org/resource/Aéroport_international_de_Brisbane"
"Gold Coast Airport","YBCG","OOL","-28.164714 153.505011",,"Australia","http://fr.dbpedia.org/resource/Aéroport_international_de_Gold_Coast"
"Hamburg Finkenwerder Airport","EDHI","XFW","53.535833 9.836944","Hamburg",,"http://fr.dbpedia.org/resource/Aéroport_de_Hambourg-Finkenwerder"
"Porbandar Airport","VAPR","PBD","21.648611 69.657222","Porbandar","India","http://fr.dbpedia.org/resource/Aéroport_de_Porbandar"
,"VOHS","HYD","17.24 78.428056",,,"http://fr.dbpedia.org/resource/Aéroport_international_d'Hyderabad"
